timestep,electricity demand (kW),pv yield (kW/kW),temperature,heat_demand,heat_demand_profile
2021-11-25 14:00:00,0.1917143887837727,0.12962,4.0,26.304523908571525,0.00018855168273090988
2021-11-25 15:00:00,0.5443420003043274,0.0,3.6,27.695982843504737,0.00019852570562311377
2021-11-25 16:00:00,0.1314832498338487,0.0,3.3,28.434943464217728,0.00020382259938144976
2021-11-25 17:00:00,0.4420208335876461,0.0,2.9,28.97190935482935,0.0002076715883460792
2021-11-25 18:00:00,0.1912288612153793,0.0,2.5,29.32314767376328,0.00021018927603754843
2021-11-25 19:00:00,0.2058435003492567,0.0,2.1,29.746717231710164,0.00021322543640228507
2021-11-25 20:00:00,0.3420371390872531,0.0,1.7,30.627811130035727,0.00021954114611635016
2021-11-25 21:00:00,0.1085276945114134,0.0,1.3,31.808188057763783,0.00022800212631707308
2021-11-25 22:00:00,0.1732158332824707,0.0,0.9,33.01378665691283,0.00023664389627868439
2021-11-25 23:00:00,0.1153583888159857,0.0,0.5,34.504876143941736,0.000247332074208035
2021-11-26 00:00:00,0.1472834723366629,0.0,0.1,38.29290527287429,0.00027448479018101624
2021-11-26 01:00:00,0.1462238336563109,0.0,-0.3,39.27744426614965,0.00028154199769944515
2021-11-26 02:00:00,0.1740603614383274,0.0,-0.7,40.23566425296551,0.0002884105497237472
2021-11-26 03:00:00,0.1498076945198906,0.0,-0.9,40.68791501232601,0.00029165229787285425
2021-11-26 04:00:00,0.3874108044518363,0.0,-1.1,41.04986310249109,0.0002942467535527621
2021-11-26 05:00:00,0.7840323076248181,0.0,-1.2,40.83124405755731,0.0002926796851297577
2021-11-26 06:00:00,1.1429229735268498,0.0,-1.3,40.76751091631136,0.00029222284390087173
2021-11-26 07:00:00,0.417531972249349,0.00021,-1.3,40.90655560507858,0.0002932195207513245
2021-11-26 08:00:00,0.2136509724299116,0.01,-1.0,40.04678691034672,0.0002870566707900589
2021-11-26 09:00:00,0.4583886950174968,0.02025,-0.6,38.79146015818832,0.00027805844781064715
2021-11-26 10:00:00,0.1070939444012111,0.01143,-0.5,38.559566094118686,0.00027639622361880803
2021-11-26 11:00:00,0.3078759732776219,0.01571,-0.3,37.94881870111627,0.00027201836644586
2021-11-26 12:00:00,0.3324035288492841,0.02036,-0.2,37.48123964492128,0.00026866674456660724
2021-11-26 13:00:00,0.1703507498847112,0.01072,1.7,27.415280275570623,0.00019651362048844924
2021-11-26 14:00:00,0.3343104446834992,0.00401,2.4,25.073099701032334,0.0001797247939685768
2021-11-26 15:00:00,0.2269800829569498,0.0,2.4,26.464759238544623,0.0001897002547865906
2021-11-26 16:00:00,0.4184951704449122,0.0,1.7,34.08910015080013,0.0002443517783692489
